,Account Description ID,Type,Account Description,Size,Size Numeric,Strength (mg),WHO ATC 5 Code,Volume,Value,Year Month (after 2000),Year Month (after 2000) in Datetime,Region_Hovedstaden,Region_Midtjylland,Region_Nordjylland,Region_Sjælland,Region_Syddanmark,Product_Cimzia,Product_Inflectra,Product_Remicade,Product_Remsima,Product_Stelara,Product_Zessly
23,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1010.0,2010-10,0,0,0,1,0,0,0,0,0,1,0
24,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,8.0,64668.4,1011.0,2010-11,0,0,0,1,0,1,0,0,0,0,0
25,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl. a 100 mg,100.0,100.0,0,350.0,1542380.0,1011.0,2010-11,0,0,0,1,0,0,0,1,0,0,0
26,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,3.0,81223.86,1011.0,2010-11,0,0,0,1,0,0,0,0,0,1,0
27,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,6.0,162447.72,1011.0,2010-11,0,0,0,1,0,0,0,0,0,1,0
28,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,4.0,32334.2,1012.0,2010-12,0,0,0,1,0,1,0,0,0,0,0
29,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl. a 100 mg,100.0,100.0,0,400.0,1762720.0,1012.0,2010-12,0,0,0,1,0,0,0,1,0,0,0
30,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,1.0,27074.62,1012.0,2010-12,0,0,0,1,0,0,0,0,0,1,0
31,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,2.0,54149.24,1012.0,2010-12,0,0,0,1,0,0,0,0,0,1,0
32,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl. a 100 mg,100.0,100.0,0,300.0,1322040.0,1101.0,2011-01,0,0,0,1,0,0,0,1,0,0,0
33,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,4.0,108298.48,1101.0,2011-01,0,0,0,1,0,0,0,0,0,1,0
34,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,7.0,189522.34,1101.0,2011-01,0,0,0,1,0,0,0,0,0,1,0
35,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl. a 100 mg,100.0,100.0,0,350.0,1542380.0,1102.0,2011-02,0,0,0,1,0,0,0,1,0,0,0
36,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,1.0,27074.62,1102.0,2011-02,0,0,0,1,0,0,0,0,0,1,0
37,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1102.0,2011-02,0,0,0,1,0,0,0,0,0,1,0
38,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl. a 100 mg,100.0,100.0,0,350.0,1542380.0,1103.0,2011-03,0,0,0,1,0,0,0,1,0,0,0
39,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,6.0,162447.72,1103.0,2011-03,0,0,0,1,0,0,0,0,0,1,0
40,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,2.0,54149.24,1103.0,2011-03,0,0,0,1,0,0,0,0,0,1,0
41,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,8.0,64668.4,1104.0,2011-04,0,0,0,1,0,1,0,0,0,0,0
42,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl. a 100 mg,100.0,100.0,0,400.0,1762720.0,1104.0,2011-04,0,0,0,1,0,0,0,1,0,0,0
43,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,10.0,270746.2,1104.0,2011-04,0,0,0,1,0,0,0,0,0,1,0
44,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,6.0,162447.72,1104.0,2011-04,0,0,0,1,0,0,0,0,0,1,0
45,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,8.0,64668.4,1105.0,2011-05,0,0,0,1,0,1,0,0,0,0,0
46,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl. a 100 mg,100.0,100.0,0,300.0,1322040.0,1105.0,2011-05,0,0,0,1,0,0,0,1,0,0,0
47,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,5.0,135373.1,1105.0,2011-05,0,0,0,1,0,0,0,0,0,1,0
48,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,16.0,129336.8,1106.0,2011-06,0,0,0,1,0,1,0,0,0,0,0
49,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,200.0,881360.0,1106.0,2011-06,0,0,0,1,0,0,0,1,0,0,0
50,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl. a 100 mg,100.0,100.0,0,100.0,440680.0,1106.0,2011-06,0,0,0,1,0,0,0,1,0,0,0
51,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,8.0,216596.96,1106.0,2011-06,0,0,0,1,0,0,0,0,0,1,0
52,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,3.0,81223.86,1106.0,2011-06,0,0,0,1,0,0,0,0,0,1,0
53,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,8.0,64668.4,1107.0,2011-07,0,0,0,1,0,1,0,0,0,0,0
54,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,384.0,1692211.2,1107.0,2011-07,0,0,0,1,0,0,0,1,0,0,0
55,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,8.0,216596.96,1107.0,2011-07,0,0,0,1,0,0,0,0,0,1,0
56,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,3.0,81223.86,1107.0,2011-07,0,0,0,1,0,0,0,0,0,1,0
57,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,8.0,64668.4,1108.0,2011-08,0,0,0,1,0,1,0,0,0,0,0
58,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,384.0,1692211.2,1108.0,2011-08,0,0,0,1,0,0,0,1,0,0,0
59,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,2.0,54149.24,1108.0,2011-08,0,0,0,1,0,0,0,0,0,1,0
60,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,2.0,54149.24,1108.0,2011-08,0,0,0,1,0,0,0,0,0,1,0
61,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,8.0,64668.4,1109.0,2011-09,0,0,0,1,0,1,0,0,0,0,0
62,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,288.0,1269158.4,1109.0,2011-09,0,0,0,1,0,0,0,1,0,0,0
63,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,6.0,162447.72,1109.0,2011-09,0,0,0,1,0,0,0,0,0,1,0
64,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,7.0,189522.34,1109.0,2011-09,0,0,0,1,0,0,0,0,0,1,0
65,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,10.0,80835.5,1110.0,2011-10,0,0,0,1,0,1,0,0,0,0,0
66,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,384.0,1692211.2,1110.0,2011-10,0,0,0,1,0,0,0,1,0,0,0
67,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,4.0,108298.48,1110.0,2011-10,0,0,0,1,0,0,0,0,0,1,0
68,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,6.0,162447.72,1110.0,2011-10,0,0,0,1,0,0,0,0,0,1,0
69,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,24.0,194005.2,1111.0,2011-11,0,0,0,1,0,1,0,0,0,0,0
70,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,288.0,1269158.4,1111.0,2011-11,0,0,0,1,0,0,0,1,0,0,0
71,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,10.0,270746.2,1111.0,2011-11,0,0,0,1,0,0,0,0,0,1,0
72,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,3.0,81223.86,1111.0,2011-11,0,0,0,1,0,0,0,0,0,1,0
73,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,8.0,64668.4,1112.0,2011-12,0,0,0,1,0,1,0,0,0,0,0
74,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,384.0,1692211.2,1112.0,2011-12,0,0,0,1,0,0,0,1,0,0,0
75,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,6.0,162447.72,1112.0,2011-12,0,0,0,1,0,0,0,0,0,1,0
76,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,10.0,270746.2,1112.0,2011-12,0,0,0,1,0,0,0,0,0,1,0
77,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,384.0,1692211.2,1201.0,2012-01,0,0,0,1,0,0,0,1,0,0,0
78,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,1.0,27074.62,1201.0,2012-01,0,0,0,1,0,0,0,0,0,1,0
79,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,9.0,72751.95,1202.0,2012-02,0,0,0,1,0,1,0,0,0,0,0
80,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,288.0,1269158.4,1202.0,2012-02,0,0,0,1,0,0,0,1,0,0,0
81,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,8.0,216596.96,1202.0,2012-02,0,0,0,1,0,0,0,0,0,1,0
82,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,5.0,135373.1,1202.0,2012-02,0,0,0,1,0,0,0,0,0,1,0
83,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,12.0,97002.6,1203.0,2012-03,0,0,0,1,0,1,0,0,0,0,0
84,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,384.0,1692211.2,1203.0,2012-03,0,0,0,1,0,0,0,1,0,0,0
85,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,8.0,216596.96,1203.0,2012-03,0,0,0,1,0,0,0,0,0,1,0
86,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,10.0,270746.2,1203.0,2012-03,0,0,0,1,0,0,0,0,0,1,0
87,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,4.0,32334.2,1204.0,2012-04,0,0,0,1,0,1,0,0,0,0,0
88,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,288.0,1269158.4,1204.0,2012-04,0,0,0,1,0,0,0,1,0,0,0
89,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1204.0,2012-04,0,0,0,1,0,0,0,0,0,1,0
90,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,52.0,420344.6,1205.0,2012-05,0,0,0,1,0,1,0,0,0,0,0
91,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,576.0,2538316.8,1205.0,2012-05,0,0,0,1,0,0,0,1,0,0,0
92,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,10.0,270746.2,1205.0,2012-05,0,0,0,1,0,0,0,0,0,1,0
93,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,7.0,189522.34,1205.0,2012-05,0,0,0,1,0,0,0,0,0,1,0
94,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,48.0,388010.4,1206.0,2012-06,0,0,0,1,0,1,0,0,0,0,0
95,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,672.0,2961369.6,1206.0,2012-06,0,0,0,1,0,0,0,1,0,0,0
96,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,4.0,108298.48,1206.0,2012-06,0,0,0,1,0,0,0,0,0,1,0
97,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,18.0,145503.9,1207.0,2012-07,0,0,0,1,0,1,0,0,0,0,0
98,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,383.0,1687804.4,1207.0,2012-07,0,0,0,1,0,0,0,1,0,0,0
99,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,6.0,162447.72,1207.0,2012-07,0,0,0,1,0,0,0,0,0,1,0
100,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,7.0,189522.34,1207.0,2012-07,0,0,0,1,0,0,0,0,0,1,0
101,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,48.0,388010.4,1208.0,2012-08,0,0,0,1,0,1,0,0,0,0,0
102,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,576.0,2538316.8,1208.0,2012-08,0,0,0,1,0,0,0,1,0,0,0
103,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,4.0,108298.48,1208.0,2012-08,0,0,0,1,0,0,0,0,0,1,0
104,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,2.0,54149.24,1208.0,2012-08,0,0,0,1,0,0,0,0,0,1,0
105,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,10.0,80835.5,1209.0,2012-09,0,0,0,1,0,1,0,0,0,0,0
106,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,576.0,2538316.8,1209.0,2012-09,0,0,0,1,0,0,0,1,0,0,0
107,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,7.0,189522.34,1209.0,2012-09,0,0,0,1,0,0,0,0,0,1,0
108,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,4.0,108298.48,1209.0,2012-09,0,0,0,1,0,0,0,0,0,1,0
109,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,51.0,412261.05,1210.0,2012-10,0,0,0,1,0,1,0,0,0,0,0
110,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,480.0,2115264.0,1210.0,2012-10,0,0,0,1,0,0,0,1,0,0,0
111,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,7.0,189522.34,1210.0,2012-10,0,0,0,1,0,0,0,0,0,1,0
112,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,5.0,135373.1,1210.0,2012-10,0,0,0,1,0,0,0,0,0,1,0
113,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,44.0,355676.2,1211.0,2012-11,0,0,0,1,0,1,0,0,0,0,0
114,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,480.0,2115264.0,1211.0,2012-11,0,0,0,1,0,0,0,1,0,0,0
115,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,3.0,81223.86,1211.0,2012-11,0,0,0,1,0,0,0,0,0,1,0
116,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,8.0,216596.96,1211.0,2012-11,0,0,0,1,0,0,0,0,0,1,0
117,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,42.0,339509.1,1212.0,2012-12,0,0,0,1,0,1,0,0,0,0,0
118,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,576.0,2538316.8,1212.0,2012-12,0,0,0,1,0,0,0,1,0,0,0
119,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,11.0,297820.82,1212.0,2012-12,0,0,0,1,0,0,0,0,0,1,0
120,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,5.0,135373.1,1212.0,2012-12,0,0,0,1,0,0,0,0,0,1,0
121,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,68.0,549681.4,1301.0,2013-01,0,0,0,1,0,1,0,0,0,0,0
122,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,480.0,2115264.0,1301.0,2013-01,0,0,0,1,0,0,0,1,0,0,0
123,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,3.0,81223.86,1301.0,2013-01,0,0,0,1,0,0,0,0,0,1,0
124,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,64.0,517347.2,1302.0,2013-02,0,0,0,1,0,1,0,0,0,0,0
125,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,480.0,2115264.0,1302.0,2013-02,0,0,0,1,0,0,0,1,0,0,0
126,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,13.0,351970.06,1302.0,2013-02,0,0,0,1,0,0,0,0,0,1,0
127,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,7.0,189522.34,1302.0,2013-02,0,0,0,1,0,0,0,0,0,1,0
128,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,24.0,194005.2,1303.0,2013-03,0,0,0,1,0,1,0,0,0,0,0
129,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,384.0,1692211.2,1303.0,2013-03,0,0,0,1,0,0,0,1,0,0,0
130,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,4.0,108298.48,1303.0,2013-03,0,0,0,1,0,0,0,0,0,1,0
131,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,2.0,54149.24,1303.0,2013-03,0,0,0,1,0,0,0,0,0,1,0
132,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,42.0,335063.12,1304.0,2013-04,0,0,0,1,0,1,0,0,0,0,0
133,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,576.0,2474858.88,1304.0,2013-04,0,0,0,1,0,0,0,1,0,0,0
134,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,3.0,81223.86,1304.0,2013-04,0,0,0,1,0,0,0,0,0,1,0
135,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,6.0,162447.72,1304.0,2013-04,0,0,0,1,0,0,0,0,0,1,0
136,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,70.0,551702.2,1305.0,2013-05,0,0,0,1,0,1,0,0,0,0,0
137,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,672.0,2887335.36,1305.0,2013-05,0,0,0,1,0,0,0,1,0,0,0
138,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,15.0,395966.25,1305.0,2013-05,0,0,0,1,0,0,0,0,0,1,0
139,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,5.0,131988.75,1305.0,2013-05,0,0,0,1,0,0,0,0,0,1,0
140,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,74.0,583228.04,1306.0,2013-06,0,0,0,1,0,1,0,0,0,0,0
141,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,576.0,2474858.88,1306.0,2013-06,0,0,0,1,0,0,0,1,0,0,0
142,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,9.0,237579.75,1306.0,2013-06,0,0,0,1,0,0,0,0,0,1,0
143,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,13.0,343170.75,1306.0,2013-06,0,0,0,1,0,0,0,0,0,1,0
144,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,42.0,331021.32,1307.0,2013-07,0,0,0,1,0,1,0,0,0,0,0
145,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,384.0,1649905.92,1307.0,2013-07,0,0,0,1,0,0,0,1,0,0,0
146,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,12.0,316773.0,1307.0,2013-07,0,0,0,1,0,0,0,0,0,1,0
147,0,0,4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,2,9.0,237579.75,1307.0,2013-07,0,0,0,1,0,0,0,0,0,1,0
148,0,0,4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,1,92.0,725094.32,1308.0,2013-08,0,0,0,1,0,1,0,0,0,0,0
149,0,0,4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,0,632.0,2715470.16,1308.0,2013-08,0,0,0,1,0,0,0,1,0,0,0
150,0,0,4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,2,7.0,184784.25,1308.0,2013-08,0,0,0,1,0,0,0,0,0,1,0
